ID,Latitude,Longitude,Community,Method,StartDay,StartMonth,EndDay,EndMonth,Year,Family,Genus,Species,Sex
RM19-1012,51.0969,-114.1304,Brentwood,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,F
RM19-1013,51.0969,-114.1304,Brentwood,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,F
RM19-1031,50.9549,-114.131,Cedarbrae,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,F
RM19-1032,50.9549,-114.131,Cedarbrae,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,F
RM19-1033,50.9549,-114.131,Cedarbrae,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,F
RM19-1034,50.9549,-114.131,Cedarbrae,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,F
RM19-1035,50.9549,-114.131,Cedarbrae,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,M
RM19-1036,50.9549,-114.131,Cedarbrae,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,M
RM19-1037,50.9549,-114.131,Cedarbrae,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,M
RM19-1038,50.9549,-114.131,Cedarbrae,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,M
RM19-1042,51.0196,-113.9681,Erin Woods,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,F
RM19-1059,51.0404,-114.0303,Inglewood,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,M
RM19-1063,51.0298,-114.1501,Glenbrook,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,F
RM19-1064,51.0298,-114.1501,Glenbrook,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,F
RM19-1065,51.0298,-114.1501,Glenbrook,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,F
RM19-1066,51.0298,-114.1501,Glenbrook,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,M
RM19-1067,51.0298,-114.1501,Glenbrook,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,M
RM19-1068,51.0298,-114.1501,Glenbrook,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,M
RM19-1069,51.0298,-114.1501,Glenbrook,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,M
RM19-1070,51.0298,-114.1501,Glenbrook,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,M
RM19-1073,51.0302,-114.1078,Bankview,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,F
RM19-1074,51.0302,-114.1078,Bankview,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,M
RM19-1075,51.0302,-114.1078,Bankview,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,M
RM19-1084,51.1105,-114.1486,Dalhousie,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,F
RM19-1085,51.1105,-114.1486,Dalhousie,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,F
RM19-1086,51.1105,-114.1486,Dalhousie,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,M
RM19-1087,51.1105,-114.1486,Dalhousie,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,M
RM19-1088,51.1105,-114.1486,Dalhousie,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,M
RM19-1095,51.0407,-114.107,Shaganappi,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,F
RM19-1096,51.0407,-114.107,Shaganappi,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,F
RM19-1101,51.0741,-114.0798,Mount Pleasant,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,F
RM19-1106,51.0647,-114.1407,Parkdale,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,M
RM19-1107,51.0647,-114.1407,Parkdale,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,M
RM19-1117,51.1207,-114.2264,Scenic Acres,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,F
RM19-1145,51.0932,-114.1259,Brentwood,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,F
RM19-1146,51.0932,-114.1259,Brentwood,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,F
RM19-1147,51.0932,-114.1259,Brentwood,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,F
RM19-1148,51.0932,-114.1259,Brentwood,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,F
RM19-1149,51.0932,-114.1259,Brentwood,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,F
RM19-1150,51.0932,-114.1259,Brentwood,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,F
RM19-1151,51.0932,-114.1259,Brentwood,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,M
RM19-1152,51.0932,-114.1259,Brentwood,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,M
RM19-1153,51.0932,-114.1259,Brentwood,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,M
RM19-1154,51.0932,-114.1259,Brentwood,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,M
RM19-1155,51.0932,-114.1259,Brentwood,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,M
RM19-1179,51.0654,-114.0362,Renfrew,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,F
RM19-1191,50.9459,-114.0294,Acadia,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,M
RM19-1209,51.0956,-114.2172,Bowness,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,M
RM19-1210,51.0956,-114.2172,Bowness,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,M
RM19-1211,51.0956,-114.2172,Bowness,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,M
RM19-1212,51.0956,-114.2172,Bowness,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,M
RM19-1219,51.1518,-114.122,Hidden Valley,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,F
RM19-1228,51.1582,-114.1238,Kincora,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,F
RM19-1232,50.9681,-114.0926,Haysboro,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,F
RM19-1233,50.9715,-114.0941,Haysboro,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,M
RM19-1246,51.0497,-113.9677,Forest Heights,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,F
RM19-1247,51.0497,-113.9677,Forest Heights,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,F
RM19-1248,51.0497,-113.9677,Forest Heights,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,F
RM19-1249,51.0497,-113.9677,Forest Heights,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,F
RM19-1250,51.0497,-113.9677,Forest Heights,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,F
RM19-1251,51.0497,-113.9677,Forest Heights,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,F
RM19-1252,51.0497,-113.9677,Forest Heights,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,F
RM19-1253,51.0497,-113.9677,Forest Heights,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,F
RM19-1254,51.0497,-113.9677,Forest Heights,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,F
RM19-1255,51.0497,-113.9677,Forest Heights,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,F
RM19-1256,51.0497,-113.9677,Forest Heights,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,F
RM19-1257,51.0497,-113.9677,Forest Heights,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,F
RM19-1258,51.0497,-113.9677,Forest Heights,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,F
RM19-1259,51.0497,-113.9677,Forest Heights,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,F
RM19-1260,51.0497,-113.9677,Forest Heights,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,F
RM19-1261,51.0497,-113.9677,Forest Heights,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,F
RM19-1262,51.0497,-113.9677,Forest Heights,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,F
RM19-1263,51.0497,-113.9677,Forest Heights,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,F
RM19-1264,51.0497,-113.9677,Forest Heights,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,F
RM19-1265,51.0497,-113.9677,Forest Heights,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,F
RM19-1266,51.0497,-113.9677,Forest Heights,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,F
RM19-1267,51.0497,-113.9677,Forest Heights,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,M
RM19-1268,51.0497,-113.9677,Forest Heights,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,M
RM19-1269,51.0497,-113.9677,Forest Heights,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,M
RM19-1270,51.0497,-113.9677,Forest Heights,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,M
RM19-1271,51.0497,-113.9677,Forest Heights,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,M
RM19-1272,51.0497,-113.9677,Forest Heights,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,M
RM19-1273,51.0497,-113.9677,Forest Heights,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,M
RM19-1274,51.0497,-113.9677,Forest Heights,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,M
RM19-1275,51.0497,-113.9677,Forest Heights,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,M
RM19-1276,51.0497,-113.9677,Forest Heights,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,M
RM19-1277,51.0497,-113.9677,Forest Heights,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,M
RM19-1278,51.0497,-113.9677,Forest Heights,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,M
RM19-1279,51.0497,-113.9677,Forest Heights,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,M
RM19-1280,51.0497,-113.9677,Forest Heights,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,M
RM19-1281,51.0497,-113.9677,Forest Heights,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,M
RM19-1282,51.0497,-113.9677,Forest Heights,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,M
RM19-1283,51.0497,-113.9677,Forest Heights,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,M
RM19-1284,51.0497,-113.9677,Forest Heights,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,M
RM19-1285,51.0497,-113.9677,Forest Heights,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,M
RM19-1286,51.0497,-113.9677,Forest Heights,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,M
RM19-1287,51.0497,-113.9677,Forest Heights,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,M
RM19-1288,51.0497,-113.9677,Forest Heights,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,M
RM19-1289,51.0497,-113.9677,Forest Heights,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,M
RM19-1290,51.0497,-113.9677,Forest Heights,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,M
RM19-1291,51.0497,-113.9677,Forest Heights,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,M
RM19-1292,51.0497,-113.9677,Forest Heights,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,M
RM19-1293,51.0497,-113.9677,Forest Heights,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,M
RM19-1294,51.0497,-113.9677,Forest Heights,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,M
RM19-1295,51.0497,-113.9677,Forest Heights,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,M
RM19-1296,51.0497,-113.9677,Forest Heights,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,M
RM19-1297,51.0497,-113.9677,Forest Heights,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,M
RM19-1298,51.0497,-113.9677,Forest Heights,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,M
RM19-1299,51.0497,-113.9677,Forest Heights,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,M
RM19-1300,51.0497,-113.9677,Forest Heights,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,M
RM19-1301,51.0497,-113.9677,Forest Heights,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,M
RM19-1302,51.0497,-113.9677,Forest Heights,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,M
RM19-1303,51.0497,-113.9677,Forest Heights,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,M
RM19-1304,51.0497,-113.9677,Forest Heights,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,M
RM19-1305,51.0497,-113.9677,Forest Heights,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,M
RM19-1306,51.0497,-113.9677,Forest Heights,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,M
RM19-1307,51.0497,-113.9677,Forest Heights,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,M
RM19-1308,51.0497,-113.9677,Forest Heights,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,M
RM19-1309,51.0497,-113.9677,Forest Heights,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,M
RM19-1310,51.0497,-113.9677,Forest Heights,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,M
RM19-1331,51.0465,-113.979,Forest Heights,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,F
RM19-1332,51.0465,-113.979,Forest Heights,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,F
RM19-1333,51.0465,-113.979,Forest Heights,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,M
RM19-1334,51.0904,-114.1335,Brentwood,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,M
RM19-1345,NA,NA,Unknown,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,F
RM19-1348,NA,NA,Unknown,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,F
RM19-1351,NA,NA,Unknown,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,M
RM19-1352,NA,NA,Unknown,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,M
RM19-1358,NA,NA,Unknown,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,M
RM19-1366,NA,NA,Unknown,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,F
RM19-1367,NA,NA,Unknown,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,F
RM19-1377,NA,NA,Unknown,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,F
RM19-1378,NA,NA,Unknown,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,F
RM19-1379,NA,NA,Unknown,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,F
RM19-1380,NA,NA,Unknown,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,F
RM19-1381,NA,NA,Unknown,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,F
RM19-1382,NA,NA,Unknown,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,M
RM19-1383,NA,NA,Unknown,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,M
RM19-1384,NA,NA,Unknown,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,M
RM19-1410,NA,NA,Unknown,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,F
RM19-1411,NA,NA,Unknown,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,M
RM19-1412,NA,NA,Unknown,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,M
RM19-1428,NA,NA,Unknown,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,huntii,M
RM19-079,50.9368,-114.0927,Canyon Meadows,Blue Vane,5,Jul,19,Jul,2019,Apidae,Bombus,insularis,F
RM19-537,50.9368,-114.0927,Canyon Meadows,Blue Vane,31,Jul,2,Aug,2019,Apidae,Bombus,insularis,M
RM19-587,NA,NA,Unknown,Blue Vane,30,Jul,9,Aug,2019,Apidae,Bombus,insularis,F
RM19-002,51.0957,-114.2045,Bowness,Blue Vane,3,Jul,17,Jul,2019,Apidae,Bombus,mixtus,F
RM19-209,50.9381,-114.1044,Woodlands,Blue Vane,5,Jul,19,Jul,2019,Apidae,Bombus,mixtus,F
RM19-224,50.9381,-114.1044,Woodlands,Blue Vane,5,Jul,19,Jul,2019,Apidae,Bombus,mixtus,F
RM19-226,50.9381,-114.1044,Woodlands,Blue Vane,5,Jul,19,Jul,2019,Apidae,Bombus,mixtus,F
RM19-538,50.9368,-114.0927,Canyon Meadows,Blue Vane,31,Jul,2,Aug,2019,Apidae,Bombus,mixtus,F
RM19-563,50.9368,-114.0927,Canyon Meadows,Blue Vane,31,Jul,2,Aug,2019,Apidae,Bombus,mixtus,F
RM19-1220,51.1518,-114.122,Hidden Valley,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,mixtus,M
RM19-372,51.0991,-114.1228,Charleswood,Blue Vane,3,Jul,17,Jul,2019,Apidae,Bombus,nevadensis,F
RM19-422,50.9715,-114.0941,Haysboro,Blue Vane,31,Jul,7,Aug,2019,Apidae,Bombus,nevadensis,F
RM19-432,51.0711,-114.0907,Capitol Hill,Blue Vane,2,Aug,9,Aug,2019,Apidae,Bombus,nevadensis,M
RM19-893,NA,NA,Unknown,Blue Vane,30,Jul,9,Aug,2019,Apidae,Bombus,nevadensis,F
RM19-1118,51.1207,-114.2264,Scenic Acres,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,nevadensis,F
RM19-1199,51.1075,-113.9405,Falconridge,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,occidentalis,M
RM19-1353,NA,NA,Unknown,Blue Vane,19,Aug,30,Aug,2019,Apidae,Bombus,occidentalis,M
RM19-009,51.0647,-114.1407,Parkdale,Blue Vane,3,Jul,17,Jul,2019,Apidae,Bombus,perplexus,F
RM19-010,51.0647,-114.1407,Parkdale,Blue Vane,3,Jul,17,Jul,2019,Apidae,Bombus,perplexus,F
RM19-013,51.0641,-114.1411,Parkdale,Blue Vane,3,Jul,17,Jul,2019,Apidae,Bombus,perplexus,F
RM19-017,51.1234,-114.1773,Ranchlands,Blue Vane,2,Jul,16,Jul,2019,Apidae,Bombus,perplexus,F
RM19-018,51.1234,-114.1773,Ranchlands,Blue Vane,2,Jul,16,Jul,2019,Apidae,Bombus,perplexus,F
RM19-019,51.1234,-114.1773,Ranchlands,Blue Vane,2,Jul,16,Jul,2019,Apidae,Bombus,perplexus,F
RM19-020,51.1234,-114.1773,Ranchlands,Blue Vane,2,Jul,16,Jul,2019,Apidae,Bombus,perplexus,F
RM19-021,51.1234,-114.1773,Ranchlands,Blue Vane,2,Jul,16,Jul,2019,Apidae,Bombus,perplexus,F
RM19-024,51.1234,-114.1773,Ranchlands,Blue Vane,2,Jul,16,Jul,2019,Apidae,Bombus,perplexus,F
RM19-025,51.1234,-114.1773,Ranchlands,Blue Vane,2,Jul,16,Jul,2019,Apidae,Bombus,perplexus,F
RM19-026,51.1234,-114.1773,Ranchlands,Blue Vane,2,Jul,16,Jul,2019,Apidae,Bombus,perplexus,F
RM19-030,51.0187,-114.0971,Altadore,Blue Vane,4,Jul,18,Jul,2019,Apidae,Bombus,perplexus,F
RM19-040,51.0345,-114.0856,Mount Royal,Blue Vane,4,Jul,18,Jul,2019,Apidae,Bombus,perplexus,F
RM19-041,51.0345,-114.0856,Mount Royal,Blue Vane,4,Jul,18,Jul,2019,Apidae,Bombus,perplexus,F
RM19-043,51.0345,-114.0856,Mount Royal,Blue Vane,4,Jul,18,Jul,2019,Apidae,Bombus,perplexus,F
RM19-047,51.0114,-114.0691,Parkhill,Blue Vane,4,Jul,18,Jul,2019,Apidae,Bombus,perplexus,F
RM19-048,51.0114,-114.0691,Parkhill,Blue Vane,4,Jul,18,Jul,2019,Apidae,Bombus,perplexus,F
RM19-049,51.0114,-114.0691,Parkhill,Blue Vane,4,Jul,18,Jul,2019,Apidae,Bombus,perplexus,F
RM19-050,51.0114,-114.0691,Parkhill,Blue Vane,4,Jul,18,Jul,2019,Apidae,Bombus,perplexus,F
RM19-051,51.0114,-114.0691,Parkhill,Blue Vane,4,Jul,18,Jul,2019,Apidae,Bombus,perplexus,F
RM19-052,51.0114,-114.0691,Parkhill,Blue Vane,4,Jul,18,Jul,2019,Apidae,Bombus,perplexus,F
RM19-053,51.0114,-114.0691,Parkhill,Blue Vane,4,Jul,18,Jul,2019,Apidae,Bombus,perplexus,F
RM19-054,51.0114,-114.0691,Parkhill,Blue Vane,4,Jul,18,Jul,2019,Apidae,Bombus,perplexus,M
RM19-055,51.0114,-114.0691,Parkhill,Blue Vane,4,Jul,18,Jul,2019,Apidae,Bombus,perplexus,F
RM19-056,51.0114,-114.0691,Parkhill,Blue Vane,4,Jul,18,Jul,2019,Apidae,Bombus,perplexus,F
RM19-057,51.0114,-114.0691,Parkhill,Blue Vane,4,Jul,18,Jul,2019,Apidae,Bombus,perplexus,M
RM19-058,51.0114,-114.0691,Parkhill,Blue Vane,4,Jul,18,Jul,2019,Apidae,Bombus,perplexus,F
RM19-059,51.0114,-114.0691,Parkhill,Blue Vane,4,Jul,18,Jul,2019,Apidae,Bombus,perplexus,F
RM19-060,51.0114,-114.0691,Parkhill,Blue Vane,4,Jul,18,Jul,2019,Apidae,Bombus,perplexus,F
RM19-061,51.0114,-114.0691,Parkhill,Blue Vane,4,Jul,18,Jul,2019,Apidae,Bombus,perplexus,F
RM19-062,51.0114,-114.0691,Parkhill,Blue Vane,4,Jul,18,Jul,2019,Apidae,Bombus,perplexus,F
RM19-063,51.0114,-114.0691,Parkhill,Blue Vane,4,Jul,18,Jul,2019,Apidae,Bombus,perplexus,F
RM19-064,51.0114,-114.0691,Parkhill,Blue Vane,4,Jul,18,Jul,2019,Apidae,Bombus,perplexus,F
RM19-065,51.0114,-114.0691,Parkhill,Blue Vane,4,Jul,18,Jul,2019,Apidae,Bombus,perplexus,F
RM19-066,51.0114,-114.0691,Parkhill,Blue Vane,4,Jul,18,Jul,2019,Apidae,Bombus,perplexus,F
RM19-067,51.0114,-114.0691,Parkhill,Blue Vane,4,Jul,18,Jul,2019,Apidae,Bombus,perplexus,F
RM19-068,51.0114,-114.0691,Parkhill,Blue Vane,4,Jul,18,Jul,2019,Apidae,Bombus,perplexus,F
RM19-069,51.0114,-114.0691,Parkhill,Blue Vane,4,Jul,18,Jul,2019,Apidae,Bombus,perplexus,F
RM19-070,51.0114,-114.0691,Parkhill,Blue Vane,4,Jul,18,Jul,2019,Apidae,Bombus,perplexus,F
RM19-072,51.0114,-114.0691,Parkhill,Blue Vane,4,Jul,18,Jul,2019,Apidae,Bombus,perplexus,F
RM19-080,50.9368,-114.0927,Canyon Meadows,Blue Vane,5,Jul,19,Jul,2019,Apidae,Bombus,perplexus,F
RM19-081,50.9368,-114.0927,Canyon Meadows,Blue Vane,5,Jul,19,Jul,2019,Apidae,Bombus,perplexus,F
RM19-083,50.9368,-114.0927,Canyon Meadows,Blue Vane,5,Jul,19,Jul,2019,Apidae,Bombus,perplexus,F
RM19-087,50.9368,-114.0927,Canyon Meadows,Blue Vane,5,Jul,19,Jul,2019,Apidae,Bombus,perplexus,F
RM19-093,50.9368,-114.0927,Canyon Meadows,Blue Vane,5,Jul,19,Jul,2019,Apidae,Bombus,perplexus,F
RM19-107,50.9435,-114.0634,Lake Bonavista,Blue Vane,5,Jul,19,Jul,2019,Apidae,Bombus,perplexus,F
RM19-108,50.9435,-114.0634,Lake Bonavista,Blue Vane,5,Jul,19,Jul,2019,Apidae,Bombus,perplexus,F
RM19-109,50.9435,-114.0634,Lake Bonavista,Blue Vane,5,Jul,19,Jul,2019,Apidae,Bombus,perplexus,F
RM19-110,50.9435,-114.0634,Lake Bonavista,Blue Vane,5,Jul,19,Jul,2019,Apidae,Bombus,perplexus,F
RM19-111,50.9435,-114.0634,Lake Bonavista,Blue Vane,5,Jul,19,Jul,2019,Apidae,Bombus,perplexus,F
RM19-112,50.9435,-114.0634,Lake Bonavista,Blue Vane,5,Jul,19,Jul,2019,Apidae,Bombus,perplexus,F
RM19-123,50.9459,-114.0294,Acadia,Blue Vane,4,Jul,18,Jul,2019,Apidae,Bombus,perplexus,F
RM19-127,51.0302,-114.1078,Bankview,Blue Vane,4,Jul,18,Jul,2019,Apidae,Bombus,perplexus,F
RM19-128,51.0302,-114.1078,Bankview,Blue Vane,4,Jul,18,Jul,2019,Apidae,Bombus,perplexus,F
RM19-129,51.0302,-114.1078,Bankview,Blue Vane,4,Jul,18,Jul,2019,Apidae,Bombus,perplexus,F
RM19-130,51.0302,-114.1078,Bankview,Blue Vane,4,Jul,18,Jul,2019,Apidae,Bombus,perplexus,F
RM19-131,51.0302,-114.1078,Bankview,Blue Vane,4,Jul,18,Jul,2019,Apidae,Bombus,perplexus,F
RM19-132,51.0302,-114.1078,Bankview,Blue Vane,4,Jul,18,Jul,2019,Apidae,Bombus,perplexus,F
RM19-133,51.0302,-114.1078,Bankview,Blue Vane,4,Jul,18,Jul,2019,Apidae,Bombus,perplexus,F
RM19-137,51.0139,-114.103,Altadore,Blue Vane,4,Jul,18,Jul,2019,Apidae,Bombus,perplexus,F
RM19-140,51.0649,-114.1399,Parkdale,Blue Vane,3,Jul,17,Jul,2019,Apidae,Bombus,perplexus,F
RM19-144,50.9381,-114.1044,Woodlands,Blue Vane,5,Jul,19,Jul,2019,Apidae,Bombus,perplexus,F
RM19-145,50.9381,-114.1044,Woodlands,Blue Vane,5,Jul,19,Jul,2019,Apidae,Bombus,perplexus,F
RM19-146,50.9381,-114.1044,Woodlands,Blue Vane,5,Jul,19,Jul,2019,Apidae,Bombus,perplexus,F
